query,rnk,exempt_flag,row_ingested
nano mobile,114,1,1759250535309
mobile folder glue,114,1,1759250535309
mobile doll,114,1,1759250535309
5 g mobile under 5000,114,1,1759250535309
copper mobile,113,1,1759250535309
pogo mobile,112,1,1759250535309
5 g mobile second hand,112,1,1759250535309
popo mobile,111,1,1759250535309
mobile stud,111,1,1759250535309
mobile nothing,111,1,1759250535309
fancy mobile,111,1,1759250535309
mobile 5gb,110,1,1759250535309
mobile 13000,110,1,1759250535309
full mobile,110,1,1759250535309
one pala mobile,109,1,1759250535309
1000 rupee mobile,109,1,1759250535309
g mobile,108,1,1759250535309
nothing 2 mobile,107,1,1759250535309
narzo 50 mobile,107,1,1759250535309
mobile 4gb,107,1,1759250535309
hmd mobile phone,107,1,1759250535309
green mobile,107,1,1759250535309
5g mobile range,107,1,1759250535309
pavr benk mobile,106,1,1759250535309
awesome mobile,106,1,1759250535309
readymade mobile,105,1,1759250535309
mobile 3,105,1,1759250535309
little mobile,105,1,1759250535309
13000 mobile,105,1,1759250535309
rilmi c35 mobile,104,1,1759250535309
red magic 8 pro mobile,104,1,1759250535309
mobile clone,104,1,1759250535309
asus mobile,104,1,1759250535309
gt 20 mobile,103,1,1759250535309
mobile 2,101,1,1759250535309
mobile one,100,1,1759250535309
5g mobile 12000,100,1,1759250535309
white mobile,99,1,1759250535309
keypad phone mobile,99,1,1759250535309
holi mobile,99,1,1759250535309
new brand mobile,98,1,1759250535309
mobile launch,98,1,1759250535309
mobile 5g 10000,98,1,1759250535309
2gb mobile,98,1,1759250535309
mobile legend bang bang,97,1,1759250535309
mobile small size,96,1,1759250535309
mobile customer,96,1,1759250535309
taj mobile,95,1,1759250535309
reliance mobile,95,1,1759250535309
moto g 5g mobile,95,1,1759250535309
carbon mobile,95,1,1759250535309
5g mobile samsung,95,1,1759250535309
mobile gaming set,94,1,1759250535309
coco mobile 5g,94,1,1759250535309
2g mobile,94,1,1759250535309
mobile brand,93,1,1759250535309
geo mobile,92,1,1759250535309
unfaithful mobile,91,1,1759250535309
lava blaze 2 5 g mobile,91,1,1759250535309
one mobile,90,1,1759250535309
newmobile,90,1,1759250535309
2 mobile,90,1,1759250535309
2000 3000 mobile,88,1,1759250535309
mi note 4 mobile,87,1,1759250535309
love mobile,87,1,1759250535309
keypad lava mobile,87,1,1759250535309
spark mobile,86,1,1759250535309
philips mobile,86,1,1759250535309
in z 9 x mobile,86,1,1759250535309
technology mobile,84,1,1759250535309
haryanvi mobile,84,1,1759250535309
exchange mobile 5g,84,1,1759250535309
secondhand mobile 2000,83,1,1759250535309
sangeeta mobile,83,1,1759250535309
mi 4g mobile,83,1,1759250535309
i kall mobile 5g,83,1,1759250535309
sakand hand mobile,82,1,1759250535309
mobile 2 g,82,1,1759250535309
basic set mobile,82,1,1759250535309
show mobile,81,1,1759250535309
mobile glimber,81,1,1759250535309
airtel mobile 5g,81,1,1759250535309
5gb mobile phone,81,1,1759250535309
zero mobile,80,1,1759250535309
full display mobile,80,1,1759250535309
i kall s1 mobile,79,1,1759250535309
15000 ka mobile 5 g,79,1,1759250535309
that mobile,78,1,1759250535309
on plu mobile,78,1,1759250535309
lava mobile 4 g,78,1,1759250535309
keypad mobile phone samsung,78,1,1759250535309
iqz 9 mobile,78,1,1759250535309
trending mobile,77,1,1759250535309
tamil mobile,77,1,1759250535309
running mobile arm band,77,1,1759250535309
chinese keypad mobile,77,1,1759250535309
5 g mobile waterproof,77,1,1759250535309
army mobile,76,1,1759250535309
17000 mobile,76,1,1759250535309
letv mobile,75,1,1759250535309
99 mobile,75,1,1759250535309
8gb mobile,75,1,1759250535309
mobile 15,74,1,1759250535309
lava blaze mobile,74,1,1759250535309
2 hand mobile 3000,74,1,1759250535309
retme mobile,73,1,1759250535309
moto g60 mobile,73,1,1759250535309
mobile phone lava,73,1,1759250535309
mobile fhone,73,1,1759250535309
kechaoda mobile k10,73,1,1759250535309
infocus mobile,73,1,1759250535309
dizo star 500 mobile,73,1,1759250535309
buy mobile,73,1,1759250535309
2000 mobile touch,73,1,1759250535309
sadha mobile,72,1,1759250535309
nating mobile,72,1,1759250535309
mobile 700,72,1,1759250535309
youth mobile,71,1,1759250535309
xolo mobile,71,1,1759250535309
mobile r,71,1,1759250535309
mobile 6,71,1,1759250535309
mobile 4 64,71,1,1759250535309
mobile 12,71,1,1759250535309
karbonn mobile button,70,1,1759250535309
2500 mobile,69,1,1759250535309
one ce3 mobile,68,1,1759250535309
mobile phone 12000,68,1,1759250535309
mobile 5000 under android,68,1,1759250535309
haji mobile,68,1,1759250535309
soldering iron mobile,67,1,1759250535309
mobile address,67,1,1759250535309
mi 13c 5g mobile,67,1,1759250535309
5 g mobile under 12000,67,1,1759250535309
5 6000 mobile,67,1,1759250535309
t2 mobile,66,1,1759250535309
motog34 mobile,66,1,1759250535309
iqz 9 x mobile,66,1,1759250535309
fifa mobile,66,1,1759250535309
24 ultra mobile,66,1,1759250535309
2018 mobile,66,1,1759250535309
mobile touch wala,65,1,1759250535309
5g android mobile,65,1,1759250535309
moto g34 5g mobile,64,1,1759250535309
mobile phone techno,64,1,1759250535309
mobile 50000,64,1,1759250535309
coco company mobile,63,1,1759250535309
blackzone mobile,63,1,1759250535309
11 mobile,63,1,1759250535309
ultra mobile phone,62,1,1759250535309
railway mobile 5g,62,1,1759250535309
popo 5 g mobile,62,1,1759250535309
paisa mobile,62,1,1759250535309
l mobile,62,1,1759250535309
one pala mobile 5g,61,1,1759250535309
newmobilephone,61,1,1759250535309
mobile letter,61,1,1759250535309
mobile 13,61,1,1759250535309
men mobile,61,1,1759250535309
electronic mobile phone,61,1,1759250535309
arjun mobile,61,1,1759250535309
89000 mobile,61,1,1759250535309
techno mobile 4g,60,1,1759250535309
snapdragon mobile,60,1,1759250535309
sangeetha mobile,60,1,1759250535309
sada mobile button wala,60,1,1759250535309
mi 6a mobile,60,1,1759250535309
celkon mobile,60,1,1759250535309
red mobile,59,1,1759250535309
modern mobile,59,1,1759250535309
mobile dikhaiye touch wala,59,1,1759250535309
mobile booking,59,1,1759250535309
mobile 8,59,1,1759250535309
mobile 5000 phone,59,1,1759250535309
5g mobile moto,59,1,1759250535309
k9 mobile,58,1,1759250535309
new trending mobile,57,1,1759250535309
eco mobile,57,1,1759250535309
7 8000 mobile,57,1,1759250535309
6gb mobile,57,1,1759250535309
5 rupee mobile,57,1,1759250535309
1 mobile 5 g,56,1,1759250535309
new mobiles,55,1,1759250535309
mobile phone low budget,55,1,1759250535309
mobile history,55,1,1759250535309
mobile 7,55,1,1759250535309
6000 under mobile,55,1,1759250535309
mota rola mobile,54,1,1759250535309
mobile smartphone,54,1,1759250535309
mobile cabar,54,1,1759250535309
line mobile,54,1,1759250535309
lava blaze x 5 g mobile,54,1,1759250535309
jmax mobile,54,1,1759250535309
intex keypad mobile,54,1,1759250535309
grandfather mobile,54,1,1759250535309
bhalo mobile,54,1,1759250535309
snexian rock fold mobile,53,1,1759250535309
senxian mobile,53,1,1759250535309
s24 mobile,53,1,1759250535309
mobile hindi,53,1,1759250535309
lava mobile phone chota,53,1,1759250535309
4000 5000 mobile,53,1,1759250535309
pova mobile,52,1,1759250535309
mobile ikall,52,1,1759250535309
mi mobile cap,52,1,1759250535309
mi mobile 5g,52,1,1759250535309
handcuff mobile,52,1,1759250535309
bodhgaya mobile,52,1,1759250535309
attractive mobile,52,1,1759250535309
y20 mobile,51,1,1759250535309
narzo 5g mobile,51,1,1759250535309
mobile sell,51,1,1759250535309
mobile recharge airtel,51,1,1759250535309
mobile pattern,51,1,1759250535309
mobile 99,51,1,1759250535309
mobile 400,51,1,1759250535309
67000 mobile,51,1,1759250535309
16000 mobile,51,1,1759250535309
sister mobile,50,1,1759250535309
refurbished mobile 4000,50,1,1759250535309
mobile style,50,1,1759250535309
mobile s10,50,1,1759250535309
mobile 5g realme,50,1,1759250535309
man mobile,50,1,1759250535309
lg mobile 5g,50,1,1759250535309
basic model mobile phone,50,1,1759250535309
airtel mobile 4g,50,1,1759250535309
2016 mobile,50,1,1759250535309
16000 ka mobile,50,1,1759250535309
smart phone 5 g mobile,49,1,1759250535309
secondhand mobile realme,49,1,1759250535309
second handle mobile,49,1,1759250535309
second 5g mobile,49,1,1759250535309
ratmi mobile phone 500 k,49,1,1759250535309
motul mobile,49,1,1759250535309
mobile volleyball,49,1,1759250535309
mobile kaver,49,1,1759250535309
l phone mobile,49,1,1759250535309
calling mobile,49,1,1759250535309
amoled display mobile,49,1,1759250535309
55 mobile,49,1,1759250535309
4gb mobile,49,1,1759250535309
15 g mobile,49,1,1759250535309
smart 7 mobile,48,1,1759250535309
nothing to a mobile,48,1,1759250535309
mobile under 1500,48,1,1759250535309
mobile tember class,48,1,1759250535309
mobile max india,48,1,1759250535309
mobile 4,48,1,1759250535309
comic mobile,48,1,1759250535309
tom and jerry mobile,47,1,1759250535309
narzo 70 mobile,47,1,1759250535309
cmt mobile 5g,47,1,1759250535309
150 mobile,47,1,1759250535309
signal mobile,46,1,1759250535309
polo mobile,46,1,1759250535309
nothing comfy mobile,46,1,1759250535309
nanki mobile,46,1,1759250535309
mobile 14000,46,1,1759250535309
influx mobile,46,1,1759250535309
edge mobile,46,1,1759250535309
diwali offer mobile,46,1,1759250535309
diwali mobile,46,1,1759250535309
5 g mobile under 7000,46,1,1759250535309
4 5000 mobile,46,1,1759250535309
mobile odar,45,1,1759250535309
mobile kvr,45,1,1759250535309
mobile c,45,1,1759250535309
iku mobile,45,1,1759250535309
1palash mobile,45,1,1759250535309
mobile 5 g 10000,44,1,1759250535309
m6 mobile,44,1,1759250535309
i phone mobile,44,1,1759250535309
future mobile,44,1,1759250535309
99 rupee mobile,44,1,1759250535309
7 mobile,44,1,1759250535309
2 mobile phone,44,1,1759250535309
teen mobile,43,1,1759250535309
new launch mobile 5 g,43,1,1759250535309
mobile phone 3000,43,1,1759250535309
mobile phone 2g,43,1,1759250535309
mobile kopar,43,1,1759250535309
mobile khabar,43,1,1759250535309
funny mobile,43,1,1759250535309
1mobile price,43,1,1759250535309
real mini mobile,42,1,1759250535309
mobile s 24 ultra,42,1,1759250535309
80000 mobile,42,1,1759250535309
s naam ka mobile,41,1,1759250535309
povum mobile,41,1,1759250535309
one pulses mobile,41,1,1759250535309
mobile keypad lava,41,1,1759250535309
comfy nothing mobile,41,1,1759250535309
baja mobile,41,1,1759250535309
artificial mobile dummy,41,1,1759250535309
5g mobile popo,41,1,1759250535309
ultra mobile 5 g,40,1,1759250535309
second hand mobile touch phone,40,1,1759250535309
oneme mobile,40,1,1759250535309
mobilekabar,40,1,1759250535309
mi mobile body,40,1,1759250535309
maine mobile,40,1,1759250535309
ghost mobile,40,1,1759250535309
china mobile phone,40,1,1759250535309
cheapest mobile,40,1,1759250535309
5g mobile 13000,40,1,1759250535309
one plus nord ce 2 mobile,39,1,1759250535309
motor 5 g mobile,39,1,1759250535309
mobile kobhar,39,1,1759250535309
mobile kbhr,39,1,1759250535309
mobile cawar,39,1,1759250535309
mi 13 pro mobile,39,1,1759250535309
imo mobile,39,1,1759250535309
coolpad mobile,39,1,1759250535309
mobile package,38,1,1759250535309
mobile a,38,1,1759250535309
mobile 11000,38,1,1759250535309
itl mobile,38,1,1759250535309
gems mobile,38,1,1759250535309
5g mobile under 10000,38,1,1759250535309
4 g mobile under 5000,38,1,1759250535309
upcoming mobile,37,1,1759250535309
small compact mobile,37,1,1759250535309
opopmobile,37,1,1759250535309
mobile phone under,37,1,1759250535309
mobile baby,37,1,1759250535309
mobile 6500,37,1,1759250535309
mobile 6 7000,37,1,1759250535309
mobile 40000,37,1,1759250535309
mobile 11,37,1,1759250535309
lucky mobile,37,1,1759250535309
keypad mobile 5g,37,1,1759250535309
coca cola mobile,37,1,1759250535309
31 mobile,37,1,1759250535309
xyz 007 mobile,36,1,1759250535309
technical mobile,36,1,1759250535309
real mobile 5 g,36,1,1759250535309
nothing mobile price,36,1,1759250535309
moto edge 50 fusion mobile,36,1,1759250535309
mobile size,36,1,1759250535309
mobile red,36,1,1759250535309
mobile phone cost,36,1,1759250535309
mobile ka kabar,36,1,1759250535309
mobile china mobile,36,1,1759250535309
mobile 5g 12000,36,1,1759250535309
iq mobile rate,36,1,1759250535309
intex mobile 4g,36,1,1759250535309
comfy phone 1 mobile,36,1,1759250535309
badshah mobile,36,1,1759250535309
13 mobile,36,1,1759250535309
under 5000 mobile phone,35,1,1759250535309
normal mobile,35,1,1759250535309
narzo mobile 5 g,35,1,1759250535309
more mobile,35,1,1759250535309
mobilekaver,35,1,1759250535309
mobile sada set,35,1,1759250535309
mobile cobhar,35,1,1759250535309
lenovo mobile 5 g,35,1,1759250535309
flame mobile,35,1,1759250535309
five g mobile,35,1,1759250535309
discount mobile,35,1,1759250535309
budget mobile,35,1,1759250535309
18 mobile,35,1,1759250535309
11 pro mobile,35,1,1759250535309
world ka sabse mahanga mobile,34,1,1759250535309
print mobile,34,1,1759250535309
mobiles,34,1,1759250535309
mobile phone 5g android,34,1,1759250535309
mobile 5 g realme,34,1,1759250535309
huawei y 7 prime 2019 mobile,34,1,1759250535309
hmd 5g mobile,34,1,1759250535309
5g mobile kitne rupee ka,34,1,1759250535309
1palsh mobile,34,1,1759250535309
upper mobile,33,1,1759250535309
unihertz jelly 2 mobile,33,1,1759250535309
ultra mini mobile,33,1,1759250535309
one plus nord mobile,33,1,1759250535309
one plus 12 r mobile,33,1,1759250535309
mobile 16,33,1,1759250535309
fogg mobile pack,33,1,1759250535309
70 mobile,33,1,1759250535309
5 g mobile 7000,33,1,1759250535309
1 mobile rate,33,1,1759250535309
v 30 mobile,32,1,1759250535309
sasta mobile touch,32,1,1759250535309
oopo mobile,32,1,1759250535309
mobile 55,32,1,1759250535309
kamar mein latkane wala mobile,32,1,1759250535309
galaxy m 14 mobile,32,1,1759250535309
flower mobile,32,1,1759250535309
25 mobile,32,1,1759250535309
snexian mobile bold,31,1,1759250535309
mobile phone sale,31,1,1759250535309
mobile 500 1000,31,1,1759250535309
kechaoda k33 mobile,31,1,1759250535309
i20 mobile,31,1,1759250535309
delicate mobile,31,1,1759250535309
castrol active mobile,31,1,1759250535309
biscuit mobile,31,1,1759250535309
5g mobile model,31,1,1759250535309
5 g mobile phone under,31,1,1759250535309
1 phone mobile,31,1,1759250535309
vijay mobile,30,1,1759250535309
op mobile,30,1,1759250535309
moto g54 5g mobile,30,1,1759250535309
mobile five g,30,1,1759250535309
mobile cober,30,1,1759250535309
mini mobile phone 4 g,30,1,1759250535309
mi mobile combo,30,1,1759250535309
mi 5g mobile,30,1,1759250535309
malayalam mobile,30,1,1759250535309
iq 12 mobile,30,1,1759250535309
deepa mobile,30,1,1759250535309
china set mobile,30,1,1759250535309
waterproof mobile samsung,29,1,1759250535309
second mobile 4g,29,1,1759250535309
saregama carvaan mobile,29,1,1759250535309
mobilephonesamsung,29,1,1759250535309
mobile phone one plus,29,1,1759250535309
mobile men,29,1,1759250535309
keypad mobile phone under 1000,29,1,1759250535309
i qoo mobile,29,1,1759250535309
i kall z 19 mobile,29,1,1759250535309
designer mobile,29,1,1759250535309
allahabad mobile,29,1,1759250535309
6000 ka mobile 5 g,29,1,1759250535309
5 g mobile kharidna hai,29,1,1759250535309
12000 mobile 5 g,29,1,1759250535309
vivek mobile,28,1,1759250535309
refurbished mobile 5 g,28,1,1759250535309
real mein 5 g mobile,28,1,1759250535309
mobile zero phone,28,1,1759250535309
mobile information,28,1,1759250535309
mobile cabhar,28,1,1759250535309
mobile cabaret,28,1,1759250535309
lenovo tab mobile,28,1,1759250535309
i tell company ka mobile,28,1,1759250535309
college mobile,28,1,1759250535309
coimbatore mobile,28,1,1759250535309
capital mobile,28,1,1759250535309
ultra 24 mobile,27,1,1759250535309
nice mobile,27,1,1759250535309
new 5g mobile,27,1,1759250535309
nacho mobile,27,1,1759250535309
mobile mrp,27,1,1759250535309
ikel mobile,27,1,1759250535309
flip 16 pro mobile,27,1,1759250535309
finance mobile,27,1,1759250535309
fc mobile,27,1,1759250535309
company mobile 5g,27,1,1759250535309
cabar mobile,27,1,1759250535309
airtel company ka mobile,27,1,1759250535309
5g mobile under 6000,27,1,1759250535309
poke mobile,26,1,1759250535309
mobile phone 4g,26,1,1759250535309
mobile pavchu,26,1,1759250535309
mobile lowest price,26,1,1759250535309
mobile double,26,1,1759250535309
mobile dam kitna hai,26,1,1759250535309
michael mobile,26,1,1759250535309
iball mobile,26,1,1759250535309
huawei y 9 prime 2019 mobile,26,1,1759250535309
hitech mobile,26,1,1759250535309
black and white mobile,26,1,1759250535309
45000 mobile,26,1,1759250535309
1600 mobile,26,1,1759250535309
promax mobile,25,1,1759250535309
new mobile 5 g realme,25,1,1759250535309
mobile super,25,1,1759250535309
mobile re,25,1,1759250535309
mobile phone 1500,25,1,1759250535309
mobile motrola,25,1,1759250535309
mobile kober,25,1,1759250535309
mobile ko rain se bachane,25,1,1759250535309
mobile copo,25,1,1759250535309
mobile 6gb,25,1,1759250535309
laxmi mobile,25,1,1759250535309
lava mobile phone set,25,1,1759250535309
iq z9 lite 5g mobile,25,1,1759250535309
999 mobile,25,1,1759250535309
22000 ka mobile,25,1,1759250535309
1 5 g mobile,25,1,1759250535309
snexian rock x mobile,24,1,1759250535309
